date,putin dinner
2016-11-05,43.74785100286533
2016-11-06,0.0
2016-11-07,18.89111747851003
2016-11-08,0.0
2016-11-09,52.69627507163324
2016-11-10,18.89111747851003
2016-11-11,0.0
2016-11-12,44.742120343839545
2016-11-13,43.74785100286533
2016-11-14,0.0
2016-11-15,18.89111747851003
2016-11-16,18.89111747851003
2016-11-17,38.77650429799427
2016-11-18,0.0
2016-11-19,43.74785100286533
2016-11-20,21.873925501432666
2016-11-21,18.89111747851003
2016-11-22,0.0
2016-11-23,0.0
2016-11-24,0.0
2016-11-25,0.0
2016-11-26,21.873925501432666
2016-11-27,0.0
2016-11-28,0.0
2016-11-29,0.0
2016-11-30,0.0
2016-12-01,0.0
2016-12-02,0.0
2016-12-03,0.0
2016-12-04,0.0
2016-12-05,0.0
2016-12-06,0.0
2016-12-07,0.0
2016-12-08,0.0
2016-12-09,0.0
2016-12-10,0.0
2016-12-11,0.0
2016-12-12,37.78223495702006
2016-12-13,0.0
2016-12-14,18.89111747851003
2016-12-15,38.77650429799427
2016-12-16,19.88538681948424
2016-12-17,0.0
2016-12-18,44.742120343839545
2016-12-19,77.55300859598854
2016-12-20,0.0
2016-12-21,39.77077363896848
2016-12-22,0.0
2016-12-23,0.0
2016-12-24,0.0
2016-12-25,24.856733524355302
2016-12-26,0.0
2016-12-27,0.0
2016-12-28,20.879656160458453
2016-12-29,0.0
2016-12-30,42.75358166189112
2016-12-31,0.0
2017-01-01,23.86246418338109
2017-01-02,0.0
2017-01-03,0.0
2017-01-04,0.0
2017-01-05,0.0
2017-01-06,0.0
2017-01-07,0.0
2017-01-08,0.0
2017-01-09,17.896848137535816
2017-01-10,18.89111747851003
2017-01-11,18.89111747851003
2017-01-12,0.0
2017-01-13,0.0
2017-01-14,0.0
2017-01-15,0.0
2017-01-16,36.787965616045845
2017-01-17,18.89111747851003
2017-01-18,0.0
2017-01-19,0.0
2017-01-20,18.89111747851003
2017-01-21,0.0
2017-01-22,20.879656160458453
2017-01-23,0.0
2017-01-24,0.0
2017-01-25,0.0
2017-01-26,0.0
2017-01-27,0.0
2017-01-28,0.0
2017-01-29,0.0
2017-01-30,0.0
2017-01-31,0.0
2017-02-01,0.0
2017-02-02,0.0
2017-02-03,0.0
2017-02-04,0.0
2017-02-05,0.0
2017-02-06,0.0
2017-02-07,17.896848137535816
2017-02-08,0.0
2017-02-09,0.0
2017-02-10,37.78223495702006
2017-02-11,0.0
2017-02-12,0.0
2017-02-13,0.0
2017-02-14,54.684813753581665
2017-02-15,92.46704871060172
2017-02-16,0.0
2017-02-17,37.78223495702006
2017-02-18,0.0
2017-02-19,42.75358166189112
2017-02-20,0.0
2017-02-21,17.896848137535816
2017-02-22,0.0
2017-02-23,18.89111747851003
2017-02-24,0.0
2017-02-25,0.0
2017-02-26,20.879656160458453
2017-02-27,18.89111747851003
2017-02-28,0.0
2017-03-01,0.0
2017-03-02,30.23696614163883
2017-03-03,31.092979094962786
2017-03-04,0.0
2017-03-05,13.278496464963293
2017-03-06,11.484105050779064
2017-03-07,0.0
2017-03-08,0.0
2017-03-09,0.0
2017-03-10,0.0
2017-03-11,0.0
2017-03-12,0.0
2017-03-13,0.0
2017-03-14,20.79140740238382
2017-03-15,0.0
2017-03-16,8.948424068767908
2017-03-17,0.0
2017-03-18,10.439828080229226
2017-03-19,0.0
2017-03-20,20.79140740238382
2017-03-21,8.948424068767908
2017-03-22,0.0
2017-03-23,0.0
2017-03-24,0.0
2017-03-25,0.0
2017-03-26,0.0
2017-03-27,0.0
2017-03-28,20.79140740238382
2017-03-29,11.84298333361591
2017-03-30,0.0
2017-03-31,53.95529068683135
2017-04-01,0.0
2017-04-02,0.0
2017-04-03,0.0
2017-04-04,0.0
2017-04-05,0.0
2017-04-06,24.403723232905513
2017-04-07,25.1214797985792
2017-04-08,27.992506061273968
2017-04-09,0.0
2017-04-10,0.0
2017-04-11,0.0
2017-04-12,24.403723232905513
2017-04-13,25.1214797985792
2017-04-14,0.0
2017-04-15,29.428019192621353
2017-04-16,0.0
2017-04-17,0.0
2017-04-18,47.37193333446364
2017-04-19,71.05790000169546
2017-04-20,0.0
2017-04-21,0.0
2017-04-22,27.992506061273968
2017-04-23,27.274749495600275
2017-04-24,0.0
2017-04-25,23.68596666723182
2017-04-26,0.0
2017-04-27,71.77565656736915
2017-04-28,0.0
2017-04-29,27.992506061273968
2017-04-30,28.71026262694766
2017-05-01,25.839236364252894
2017-05-02,0.0
2017-05-03,0.0
2017-05-04,0.0
2017-05-05,0.0
2017-05-06,0.0
2017-05-07,0.0
2017-05-08,0.0
2017-05-09,48.08968990013733
2017-05-10,71.77565656736915
2017-05-11,0.0
2017-05-12,0.0
2017-05-13,27.992506061273968
2017-05-14,27.992506061273968
2017-05-15,0.0
2017-05-16,0.0
2017-05-17,0.0
2017-05-18,0.0
2017-05-19,25.1214797985792
2017-05-20,0.0
2017-05-21,0.0
2017-05-22,23.68596666723182
2017-05-23,23.68596666723182
2017-05-24,48.807446465811026
2017-05-25,0.0
2017-05-26,25.839236364252894
2017-05-27,0.0
2017-05-28,0.0
2017-05-29,0.0
2017-05-30,24.403723232905513
2017-05-31,0.0
2017-06-01,0.0
2017-06-02,0.0
2017-06-03,0.0
