date,republican convention
2017-05-23,0.010772901776483806
2017-05-24,0.008207925163035281
2017-05-25,0.006668939194966166
2017-05-26,0.005129953226897051
2017-05-27,0.0041039625815176405
2017-05-28,0.0
2017-05-29,0.008207925163035281
2017-05-30,0.0015389859680691152
2017-05-31,0.006155943872276461
2017-06-01,0.008207925163035281
2017-06-02,0.005129953226897051
2017-06-03,0.007694929840345576
