date,book
2016-09-08,82.0
2016-09-09,78.0
2016-09-10,77.0
2016-09-11,78.0
2016-09-12,82.0
2016-09-13,82.0
2016-09-14,79.0
2016-09-15,81.0
2016-09-16,79.0
2016-09-17,75.0
2016-09-18,77.0
2016-09-19,80.0
2016-09-20,79.0
2016-09-21,79.0
2016-09-22,78.0
2016-09-23,76.0
2016-09-24,73.0
2016-09-25,77.0
2016-09-26,80.0
2016-09-27,77.0
2016-09-28,79.0
2016-09-29,79.0
2016-09-30,77.0
2016-10-01,70.63875509447944
2016-10-02,70.63875509447944
2016-10-03,76.25231567247128
2016-10-04,77.69711004075583
2016-10-05,76.25231567247128
2016-10-06,75.80752130418674
2016-10-07,71.58354946276398
2016-10-08,70.13875509447944
2016-10-09,72.02834383104855
2016-10-10,73.86272693590219
2016-10-11,76.25231567247128
2016-10-12,78.1419044090404
2016-10-13,76.30752130418674
2016-10-14,73.47313819933308
2016-10-15,69.24916635791033
2016-10-16,74.86272693590219
2016-10-17,77.6419044090404
2016-10-18,78.1419044090404
2016-10-19,77.69711004075583
2016-10-20,76.25231567247128
2016-10-21,74.36272693590219
2016-10-22,70.63875509447944
2016-10-23,73.41793256761764
2016-10-24,79.08669877732493
2016-10-25,77.69711004075583
2016-10-26,77.69711004075583
2016-10-27,80.47628751389404
2016-10-28,77.69711004075583
2016-10-29,69.19396072619489
2016-10-30,72.97313819933308
2016-10-31,76.25231567247128
2016-11-01,78.58669877732493
2016-11-02,79.17339755464987
2016-11-03,77.39422008151168
2016-11-04,73.83586513523527
2016-11-05,71.16709892552797
2016-11-06,72.05668766209708
2016-11-07,76.50463134494257
2016-11-08,72.05668766209708
2016-11-09,63.16080029640607
2016-11-10,73.83586513523527
2016-11-11,71.16709892552797
2016-11-12,70.27751018895887
2016-11-13,72.94627639866617
2016-11-14,76.50463134494257
2016-11-15,80.95257502778807
2016-11-16,80.95257502778807
2016-11-17,82.73175250092626
2016-11-18,78.28380881808077
2016-11-19,74.72545387180438
2016-11-20,78.28380881808077
2016-11-21,80.95257502778807
2016-11-22,78.28380881808077
2016-11-23,72.05668766209708
2016-11-24,67.60874397925157
2016-11-25,72.05668766209708
2016-11-26,76.50463134494257
2016-11-27,84.51092997406447
2016-11-28,82.73175250092626
2016-11-29,83.62134123749537
2016-11-30,82.73175250092626
2016-12-01,80.95257502778807
2016-12-02,80.95257502778807
2016-12-03,77.39422008151168
2016-12-04,82.73175250092626
2016-12-05,83.62134123749537
2016-12-06,85.40051871063356
2016-12-07,84.51092997406447
2016-12-08,83.62134123749537
2016-12-09,78.28380881808077
2016-12-10,72.05668766209708
2016-12-11,79.17339755464987
2016-12-12,81.84216376435717
2016-12-13,82.73175250092626
2016-12-14,81.84216376435717
2016-12-15,79.17339755464987
2016-12-16,76.50463134494257
2016-12-17,74.72545387180438
2016-12-18,75.61504260837347
2016-12-19,76.50463134494257
2016-12-20,77.39422008151168
2016-12-21,75.61504260837347
2016-12-22,72.05668766209708
2016-12-23,71.16709892552797
2016-12-24,69.38792145238978
2016-12-25,69.38792145238978
2016-12-26,69.38792145238978
2016-12-27,70.27751018895887
2016-12-28,72.05668766209708
2016-12-29,71.16709892552797
2016-12-30,71.16709892552797
2016-12-31,66.71915524268248
2017-01-01,68.49833271582067
2017-01-02,73.83586513523527
2017-01-03,78.28380881808077
2017-01-04,78.28380881808077
2017-01-05,78.28380881808077
2017-01-06,75.61504260837347
2017-01-07,73.83586513523527
2017-01-08,77.39422008151168
2017-01-09,79.17339755464987
2017-01-10,79.17339755464987
2017-01-11,79.17339755464987
2017-01-12,80.06298629121896
2017-01-13,77.39422008151168
2017-01-14,75.61504260837347
2017-01-15,75.61504260837347
2017-01-16,74.72545387180438
2017-01-17,80.95257502778807
2017-01-18,81.84216376435717
2017-01-19,79.17339755464987
2017-01-20,74.72545387180438
2017-01-21,72.05668766209708
2017-01-22,77.39422008151168
2017-01-23,80.06298629121896
2017-01-24,80.06298629121896
2017-01-25,81.84216376435717
2017-01-26,80.95257502778807
2017-01-27,76.50463134494257
2017-01-28,73.83586513523527
2017-01-29,74.72545387180438
2017-01-30,76.50463134494257
2017-01-31,78.28380881808077
2017-02-01,74.72545387180438
2017-02-02,76.50463134494257
2017-02-03,75.61504260837347
2017-02-04,72.05668766209708
2017-02-05,71.16709892552797
2017-02-06,75.61504260837347
2017-02-07,77.39422008151168
2017-02-08,77.39422008151168
2017-02-09,75.61504260837347
2017-02-10,74.72545387180438
2017-02-11,72.05668766209708
2017-02-12,74.72545387180438
2017-02-13,74.72545387180438
2017-02-14,73.83586513523527
2017-02-15,78.28380881808077
2017-02-16,77.39422008151168
2017-02-17,74.72545387180438
2017-02-18,72.05668766209708
2017-02-19,74.72545387180438
2017-02-20,73.83586513523527
2017-02-21,80.06298629121896
2017-02-22,80.95257502778807
2017-02-23,77.39422008151168
2017-02-24,76.50463134494257
2017-02-25,74.72545387180438
2017-02-26,78.28380881808077
2017-02-27,86.29010744720267
2017-02-28,85.40051871063356
2017-03-01,87.17136358039438
2017-03-02,89.40883423928848
2017-03-03,80.0186568412513
2017-03-04,71.52706739143079
2017-03-05,75.10342076100233
2017-03-06,77.33639181407266
2017-03-07,78.22598055064175
2017-03-08,76.89159744578811
2017-03-09,78.22598055064175
2017-03-10,74.20933241860945
2017-03-11,70.18368507492957
2017-03-12,72.41665612799989
2017-03-13,73.31524407621656
2017-03-14,74.20483281278567
2017-03-15,73.31524407621656
2017-03-16,71.97186175971535
2017-03-17,71.07327381149867
2017-03-18,67.95071402185926
2017-03-19,71.52706739143079
2017-03-20,76.88709783996433
2017-03-21,75.10342076100233
2017-03-22,74.654126786894
2017-03-23,74.654126786894
2017-03-24,73.31524407621656
2017-03-25,69.2895967325367
2017-03-26,72.86595010210823
2017-03-27,74.20483281278567
2017-03-28,74.65862639271778
2017-03-29,75.99750910339522
2017-03-30,76.44230347167976
2017-03-31,74.20933241860945
2017-04-01,71.97186175971535
2017-04-02,71.88703585733361
2017-04-03,75.48138765020029
2017-04-04,74.58279970198362
2017-04-05,74.58279970198362
2017-04-06,75.48138765020029
2017-04-07,72.78562380555027
2017-04-08,68.29268406446693
2017-04-09,70.98844790911694
2017-04-10,73.68421175376695
2017-04-11,73.68421175376695
2017-04-12,75.48138765020029
2017-04-13,73.68421175376695
2017-04-14,73.68421175376695
2017-04-15,72.78562380555027
2017-04-16,68.29268406446693
2017-04-17,76.37997559841696
2017-04-18,75.48138765020029
2017-04-19,78.17715149485029
2017-04-20,76.37997559841696
2017-04-21,73.68421175376695
2017-04-22,71.88703585733361
2017-04-23,74.58279970198362
2017-04-24,79.97432739128364
2017-04-25,82.67009123593365
2017-04-26,83.56867918415031
2017-04-27,82.67009123593365
2017-04-28,83.56867918415031
2017-04-29,79.07573944306696
2017-04-30,79.97432739128364
2017-05-01,88.96020687345035
2017-05-02,82.67009123593365
2017-05-03,81.77150328771698
2017-05-04,79.07573944306696
2017-05-05,76.37997559841696
2017-05-06,75.48138765020029
2017-05-07,75.48138765020029
2017-05-08,79.07573944306696
2017-05-09,79.07573944306696
2017-05-10,77.27856354663363
2017-05-11,75.48138765020029
2017-05-12,71.88703585733361
2017-05-13,70.08985996090027
2017-05-14,70.08985996090027
2017-05-15,74.58279970198362
2017-05-16,74.58279970198362
2017-05-17,73.68421175376695
2017-05-18,72.78562380555027
2017-05-19,73.68421175376695
2017-05-20,69.1912720126836
2017-05-21,70.08985996090027
2017-05-22,71.88703585733361
2017-05-23,73.68421175376695
2017-05-24,72.78562380555027
2017-05-25,73.68421175376695
2017-05-26,70.98844790911694
2017-05-27,67.39409611625025
2017-05-28,67.39409611625025
2017-05-29,67.39409611625025
2017-05-30,71.88703585733361
2017-05-31,70.08985996090027
2017-06-01,68.29268406446693
2017-06-02,68.29268406446693
2017-06-03,64.69833227160025
