date,devin nunes
2017-01-29,0.0
2017-01-30,1.0
2017-01-31,0.0
2017-02-01,0.0
2017-02-02,0.0
2017-02-03,0.0
2017-02-04,0.0
2017-02-05,0.0
2017-02-06,0.0
2017-02-07,0.0
2017-02-08,0.0
2017-02-09,0.0
2017-02-10,0.0
2017-02-11,0.0
2017-02-12,0.0
2017-02-13,0.0
2017-02-14,5.0
2017-02-15,8.0
2017-02-16,3.0
2017-02-17,1.0
2017-02-18,0.0
2017-02-19,3.0
2017-02-20,1.0
2017-02-21,1.0
2017-02-22,0.0
2017-02-23,0.0
2017-02-24,1.0
2017-02-25,3.0
2017-02-26,1.0
2017-02-27,14.0
2017-02-28,6.0
2017-03-01,0.9912280701754386
2017-03-02,3.9649122807017543
2017-03-03,2.482456140350877
2017-03-04,0.9912280701754386
2017-03-05,1.9824561403508771
2017-03-06,2.973684210526316
2017-03-07,2.473684210526316
2017-03-08,3.4649122807017543
2017-03-09,1.4912280701754386
2017-03-10,0.49122807017543857
2017-03-11,0.0
2017-03-12,1.4912280701754386
2017-03-13,1.4912280701754386
2017-03-14,0.49122807017543857
2017-03-15,7.9298245614035086
2017-03-16,7.921052631578947
2017-03-17,3.473684210526316
2017-03-18,0.9912280701754386
2017-03-19,4.956140350877193
2017-03-20,14.368421052631579
2017-03-21,5.456140350877193
2017-03-22,71.36842105263158
2017-03-23,99.12280701754386
2017-03-24,49.06140350877193
2017-03-25,30.228070175438596
2017-03-26,15.850877192982455
2017-03-27,27.25438596491228
2017-03-28,73.3157894736842
2017-03-29,80.78947368421052
2017-03-30,37.675438596491226
2017-03-31,31.728070175438596
2017-04-01,29.728070175438596
2017-04-02,12.771929824561402
2017-04-03,9.82456140350877
2017-04-04,8.842105263157894
2017-04-05,3.9298245614035086
2017-04-06,60.91228070175438
2017-04-07,19.64912280701754
2017-04-08,6.87719298245614
2017-04-09,3.9298245614035086
2017-04-10,2.9473684210526314
2017-04-11,1.9649122807017543
2017-04-12,4.912280701754385
2017-04-13,1.9649122807017543
2017-04-14,0.9824561403508771
2017-04-15,1.9649122807017543
2017-04-16,0.0
2017-04-17,0.9824561403508771
2017-04-18,0.9824561403508771
2017-04-19,1.9649122807017543
2017-04-20,0.9824561403508771
2017-04-21,1.9649122807017543
2017-04-22,0.9824561403508771
2017-04-23,0.9824561403508771
2017-04-24,0.9824561403508771
2017-04-25,0.9824561403508771
2017-04-26,0.9824561403508771
2017-04-27,0.0
2017-04-28,0.9824561403508771
2017-04-29,0.9824561403508771
2017-04-30,0.0
2017-05-01,0.0
2017-05-02,0.9824561403508771
2017-05-03,0.9824561403508771
2017-05-04,0.9824561403508771
2017-05-05,0.9824561403508771
2017-05-06,0.9824561403508771
2017-05-07,0.9824561403508771
2017-05-08,0.0
2017-05-09,0.9824561403508771
2017-05-10,0.9824561403508771
2017-05-11,1.9649122807017543
2017-05-12,0.9824561403508771
2017-05-13,0.9824561403508771
2017-05-14,0.0
2017-05-15,0.9824561403508771
2017-05-16,0.9824561403508771
2017-05-17,0.9824561403508771
2017-05-18,0.9824561403508771
2017-05-19,1.9649122807017543
2017-05-20,0.9824561403508771
2017-05-21,0.0
2017-05-22,0.0
2017-05-23,0.9824561403508771
2017-05-24,0.9824561403508771
2017-05-25,0.0
2017-05-26,0.0
2017-05-27,0.9824561403508771
2017-05-28,1.9649122807017543
2017-05-29,0.0
2017-05-30,0.9824561403508771
2017-05-31,1.9649122807017543
2017-06-01,6.87719298245614
2017-06-02,2.9473684210526314
2017-06-03,28.49122807017544
